timestamp,open,high,low,close,volume
20250526 09:15,496.35,496.35,496.35,496.35,0
20250526 09:18,405.95,405.95,405.95,405.95,1
20250526 11:21,511.2,511.2,511.2,511.2,1
20250526 14:35,505.0,505.0,505.0,505.0,1
20250527 11:26,593.75,593.75,593.75,593.75,0
20250527 11:27,502.05,502.05,502.05,502.05,1
20250527 11:32,355.95,355.95,355.95,355.95,1
20250528 09:18,423.9,423.9,423.9,423.9,0
20250528 09:21,437.0,437.0,437.0,437.0,1
20250528 09:22,431.05,431.05,431.05,431.05,1
20250528 09:27,408.95,408.95,408.95,408.95,1
20250528 09:44,408.95,408.95,408.95,408.95,1
20250528 10:03,387.2,387.2,387.2,387.2,1
20250528 13:13,387.2,387.2,387.2,387.2,1
20250528 13:52,384.65,384.65,384.65,384.65,1
20250529 09:18,385.05,385.05,385.0,385.0,0
20250529 12:41,289.7,289.7,289.4,289.4,3
20250529 12:44,300.1,300.1,300.1,300.1,1
20250529 12:48,306.35,306.35,306.35,306.35,1
20250529 13:48,321.65,321.65,321.65,321.65,2
20250529 14:33,323.0,323.0,323.0,323.0,1
20250529 15:16,338.0,346.0,338.0,346.0,3
20250529 15:22,340.0,340.0,340.0,340.0,1
20250529 15:23,343.0,343.0,343.0,343.0,1
20250529 15:24,346.0,346.0,346.0,346.0,4
20250530 09:34,347.0,347.0,338.35,338.35,1
20250530 09:52,338.5,338.5,338.5,338.5,1
20250530 10:19,320.65,320.65,320.65,320.65,1
20250530 11:48,301.25,301.25,301.25,301.25,1
20250530 11:49,305.4,305.4,305.4,305.4,3
20250530 12:08,302.25,302.25,302.25,302.25,3
20250530 12:52,310.0,310.0,310.0,310.0,2
20250530 14:05,320.0,320.0,320.0,320.0,1
20250530 14:06,325.5,325.5,325.5,325.5,1
20250530 14:41,315.0,315.0,315.0,315.0,1
20250530 14:55,312.35,312.35,312.35,312.35,1
20250530 15:15,309.0,309.0,309.0,309.0,1
20250530 15:20,311.6,311.6,311.6,311.6,4
20250530 15:21,311.35,311.35,311.35,311.35,2
20250530 15:29,283.85,283.85,283.85,283.85,1
20250602 09:15,257.95,257.95,237.35,244.25,18
20250602 09:16,238.3,238.35,238.3,238.35,3
20250602 09:18,231.3,231.3,231.3,231.3,1
20250602 09:19,224.9,224.9,223.15,223.2,3
20250602 09:20,222.15,222.15,222.15,222.15,1
