timestamp,open,high,low,close,volume
20250402 00:00,14466.65,14672.5,14353.85,14665.95,0
20250403 00:00,14535.6,14702.25,14503.65,14659.9,0
20250404 00:00,14634.1,14637.85,14169.7,14238.75,0
20250407 00:00,13269.65,13821.2,13269.65,13756.6,0
20250408 00:00,14058.05,14162.35,13879.0,14064.25,0
20250409 00:00,14028.8,14080.95,13825.35,14031.6,0
20250411 00:00,14262.85,14312.3,14140.3,14267.9,0
20250415 00:00,14520.0,14688.1,14420.15,14660.9,0
20250416 00:00,14694.25,14745.15,14622.2,14736.9,0
20250417 00:00,14710.9,14840.75,14644.25,14829.25,0
20250421 00:00,14910.75,15206.45,14865.95,15191.9,0
20250422 00:00,15242.45,15423.2,15171.75,15352.2,0
20250423 00:00,15466.05,15551.75,15272.95,15540.15,0
20250424 00:00,15552.6,15585.75,15488.75,15513.8,0
20250425 00:00,15553.65,15592.8,15015.5,15137.5,0
20250428 00:00,15127.75,15414.35,15123.95,15404.95,0
20250429 00:00,15444.9,15559.3,15409.7,15442.3,0
20250430 00:00,15458.2,15521.4,15247.8,15314.1,0
20250502 00:00,15269.85,15441.0,15133.7,15176.35,0
20250505 00:00,15251.25,15463.75,15246.25,15448.9,0
20250506 00:00,15487.9,15506.55,15096.8,15120.7,0
20250507 00:00,14945.5,15418.75,14942.0,15407.4,0
20250508 00:00,15458.1,15494.9,15016.35,15098.85,0
20250509 00:00,14785.05,15128.3,14783.9,15097.55,0
20250512 00:00,15516.55,15732.75,15476.5,15723.15,0
20250513 00:00,15746.0,15822.2,15677.4,15729.2,0
20250514 00:00,15756.3,15871.1,15698.1,15848.6,0
20250515 00:00,15902.75,15953.95,15816.0,15931.85,0
20250516 00:00,15995.25,16084.7,15933.75,16043.65,0
20250519 00:00,16081.3,16146.05,15974.1,16044.1,0
20250520 00:00,16123.45,16131.25,15771.6,15797.6,0
20250521 00:00,15823.75,15939.5,15739.15,15888.0,0
20250522 00:00,15851.25,15851.45,15671.15,15759.25,0
20250523 00:00,15791.55,15902.95,15737.45,15882.0,0
20250526 00:00,15940.85,16006.9,15929.55,15970.45,0
20250527 00:00,15980.9,16009.7,15875.7,15973.55,0
20250528 00:00,16011.75,16051.4,15910.3,15929.8,0
20250529 00:00,16009.4,16071.05,15923.1,16041.45,0
20250530 00:00,16058.8,16096.75,15949.9,15998.9,0
20250602 00:00,15980.2,16128.95,15922.65,16114.35,0
20250603 00:00,16187.25,16187.35,16034.2,16052.55,0
20250604 00:00,16090.9,16209.45,15995.85,16195.4,0
20250605 00:00,16259.0,16341.75,16217.0,16296.65,0
20250606 00:00,16348.2,16582.5,16307.9,16569.6,0
20250609 00:00,16675.7,16767.55,16647.5,16755.25,0
20250610 00:00,16820.85,16836.9,16726.9,16749.15,0
20250611 00:00,16789.65,16810.2,16618.25,16683.3,0
20250612 00:00,16685.9,16689.2,16404.15,16438.05,0
20250613 00:00,16119.55,16417.9,16119.55,16391.9,0
