timestamp,open,high,low,close,volume
20250521 09:47,348.0,348.0,348.0,348.0,0
20250521 09:58,348.0,348.0,348.0,348.0,1
20250523 11:06,333.0,333.0,333.0,333.0,0
20250523 15:21,316.0,316.0,316.0,316.0,8
20250527 09:20,316.0,316.0,316.0,316.0,0
20250527 09:21,309.7,309.7,309.7,309.7,2
20250527 09:27,309.7,309.7,309.7,309.7,1
20250527 09:35,311.9,311.9,311.9,311.9,1
20250527 10:37,319.65,319.65,319.65,319.65,2
20250527 14:11,311.7,311.7,311.7,311.7,2
20250528 09:17,319.5,319.5,319.45,319.45,1
20250528 09:20,336.95,336.95,336.95,336.95,1
20250528 13:24,300.9,300.9,300.9,300.9,1
20250528 15:23,263.65,263.65,263.65,263.65,1
20250529 09:21,296.2,296.2,296.2,296.2,0
20250529 09:22,288.3,288.3,288.3,288.3,1
20250529 10:51,251.0,251.0,251.0,251.0,1
20250529 11:44,235.8,235.8,235.8,235.8,1
20250529 11:46,225.0,225.0,225.0,225.0,1
20250529 13:06,228.95,228.95,228.95,228.95,1
20250529 14:05,232.0,232.0,232.0,232.0,14
20250529 14:06,232.0,232.0,232.0,232.0,6
20250529 14:49,237.75,237.75,237.75,237.75,2
20250530 13:28,235.85,235.85,235.85,235.85,0
20250530 13:30,235.85,235.85,235.85,235.85,2
20250530 13:41,230.0,230.0,230.0,230.0,1
20250530 13:51,225.85,225.85,225.85,225.85,1
20250530 13:54,236.6,236.6,236.6,236.6,3
20250530 13:56,241.3,241.3,241.3,241.3,3
20250530 15:21,227.9,229.9,227.9,228.95,9
20250530 15:22,227.0,227.0,227.0,227.0,1
20250602 09:15,181.4,181.4,181.35,181.35,0
20250602 09:16,168.7,177.15,168.7,177.15,2
20250602 09:19,161.5,161.5,161.5,161.5,2
20250602 09:20,155.15,155.15,155.15,155.15,1
20250602 09:41,150.0,150.0,150.0,150.0,2
20250602 09:45,146.7,146.7,144.15,144.15,5
20250602 09:56,151.0,151.0,151.0,151.0,1
20250602 09:59,157.15,157.15,157.15,157.15,4
20250602 10:05,159.45,159.45,159.45,159.45,1
20250602 10:06,161.75,175.35,161.75,168.45,25
20250602 10:09,165.6,165.6,165.6,165.6,4
20250602 10:10,166.2,166.4,166.2,166.4,21
20250602 10:12,164.45,164.45,164.35,164.35,3
20250602 10:14,164.35,164.35,164.35,164.35,1
20250602 10:21,160.0,160.0,160.0,160.0,1
20250602 10:30,170.9,170.9,170.9,170.9,4
20250602 10:31,170.15,171.8,164.65,171.8,30
20250602 10:38,181.1,181.1,181.1,181.1,1
20250602 10:45,189.0,189.0,189.0,189.0,1
20250602 10:47,188.5,188.5,188.5,188.5,2
20250602 10:48,187.8,187.8,187.8,187.8,1
20250602 10:49,186.1,186.85,186.1,186.85,6
20250602 10:55,176.8,176.8,176.75,176.75,2
20250602 11:07,183.05,183.05,183.0,183.0,6
20250602 11:15,182.55,182.55,182.55,182.55,4
