timestamp,open,high,low,close,volume
20250526 12:09,480.9,480.9,480.9,480.9,0
20250526 12:19,468.85,468.85,468.75,468.75,3
20250526 12:28,470.0,470.0,470.0,470.0,3
20250526 12:29,459.2,461.45,459.2,461.45,2
20250526 12:30,461.7,461.7,460.8,460.8,2
20250526 12:33,469.6,469.6,469.6,469.6,1
20250526 12:34,469.4,469.4,469.4,469.4,1
20250526 13:50,475.0,475.0,475.0,475.0,1
20250526 15:27,470.9,470.9,470.9,470.9,1
20250527 13:42,471.0,471.0,471.0,471.0,0
20250527 14:02,575.25,575.25,575.25,575.25,2
20250527 14:05,600.05,600.05,600.05,600.05,1
20250527 14:17,636.35,636.35,636.35,636.35,1
20250527 15:27,636.35,636.35,636.35,636.35,1
20250530 10:00,538.65,538.7,530.0,530.0,3
20250530 10:05,536.85,536.9,536.65,536.65,3
20250530 10:10,528.8,528.9,528.8,528.9,2
20250530 10:15,553.7,553.7,553.7,553.7,1
20250530 11:21,550.8,550.8,550.8,550.8,1
20250530 11:25,545.9,545.9,545.9,545.9,1
20250530 13:56,534.2,534.2,534.2,534.2,2
20250530 14:31,540.0,540.0,540.0,540.0,1
20250530 14:40,556.35,556.35,556.35,556.35,1
20250530 14:41,550.0,550.0,550.0,550.0,1
20250530 14:46,558.05,558.05,558.05,558.05,1
20250530 15:05,562.1,564.25,562.1,563.7,9
20250530 15:18,558.0,558.0,558.0,558.0,13
20250530 15:29,569.9,569.9,569.9,569.9,10
20250602 10:11,663.2,663.2,663.2,663.2,0
20250602 12:03,641.1,641.1,641.1,641.1,2
20250602 12:09,640.8,640.8,640.8,640.8,3
20250602 12:10,640.65,640.65,640.65,640.65,3
20250602 12:12,640.65,640.65,640.65,640.65,1
20250602 12:28,640.0,640.0,640.0,640.0,1
20250602 14:33,640.0,640.0,640.0,640.0,1
20250602 15:19,612.15,612.15,612.15,612.15,1
20250602 15:24,621.45,621.45,621.45,621.45,1
20250603 09:15,600.0,600.0,600.0,600.0,0
20250603 09:16,542.15,599.85,542.15,599.85,21
20250603 09:17,610.2,610.25,610.05,610.1,4
20250603 09:19,639.2,639.2,639.2,639.2,1
20250603 09:21,638.15,638.15,638.15,638.15,1
20250603 09:22,643.0,643.0,639.3,639.3,8
20250603 09:24,631.7,631.7,631.7,631.7,1
20250603 09:26,638.1,638.1,638.1,638.1,1
20250603 09:27,633.85,633.85,633.85,633.85,1
20250603 09:29,648.7,648.7,648.7,648.7,1
