timestamp,price,volume
2025-07-10 09:19:58+05:30,35.05,75
2025-07-10 09:19:58+05:30,35.0,75
2025-07-10 09:19:59+05:30,35.2,150
2025-07-10 09:19:59+05:30,35.5,75
2025-07-10 09:20:00+05:30,35.5,75
2025-07-10 09:20:00+05:30,34.8,75
2025-07-10 09:20:01+05:30,34.6,75
2025-07-10 09:20:01+05:30,34.5,150
2025-07-10 09:20:02+05:30,34.6,75
2025-07-10 09:20:03+05:30,34.75,75
2025-07-10 09:20:03+05:30,35.1,75
2025-07-10 09:20:04+05:30,34.8,75
2025-07-10 09:20:04+05:30,34.15,75
2025-07-10 09:20:05+05:30,34.55,75
2025-07-10 09:20:06+05:30,35.65,300
2025-07-10 09:20:06+05:30,35.8,75
2025-07-10 09:20:07+05:30,35.7,75
2025-07-10 09:20:08+05:30,35.25,150
2025-07-10 09:20:08+05:30,35.1,75
2025-07-10 09:20:09+05:30,34.8,75
2025-07-10 09:20:09+05:30,35.15,300
2025-07-10 09:20:10+05:30,35.25,75
2025-07-10 09:20:11+05:30,35.15,75
2025-07-10 09:20:11+05:30,35.0,150
2025-07-10 09:20:12+05:30,35.15,375
2025-07-10 09:20:13+05:30,35.55,75
2025-07-10 09:20:13+05:30,35.45,75
2025-07-10 09:20:14+05:30,35.1,75
2025-07-10 09:20:15+05:30,34.65,150
2025-07-10 09:20:16+05:30,34.75,75
2025-07-10 09:20:16+05:30,34.85,75
2025-07-10 09:20:17+05:30,35.0,225
2025-07-10 09:20:18+05:30,34.3,75
2025-07-10 09:20:18+05:30,33.3,75
2025-07-10 09:20:19+05:30,32.75,75
2025-07-10 09:20:19+05:30,33.1,225
2025-07-10 09:20:20+05:30,32.7,75
2025-07-10 09:20:21+05:30,32.65,75
2025-07-10 09:20:21+05:30,32.6,150
2025-07-10 09:20:22+05:30,32.8,75
2025-07-10 09:20:23+05:30,32.9,75
2025-07-10 09:20:23+05:30,33.2,750
2025-07-10 09:20:24+05:30,33.35,75
2025-07-10 09:20:24+05:30,33.35,75
2025-07-10 09:20:25+05:30,33.5,75
2025-07-10 09:20:26+05:30,33.2,450
2025-07-10 09:20:26+05:30,33.2,150
2025-07-10 09:20:27+05:30,33.05,75
2025-07-10 09:20:28+05:30,33.1,75
2025-07-10 09:20:28+05:30,33.3,75
2025-07-10 09:20:29+05:30,32.95,75
2025-07-10 09:20:29+05:30,32.9,75
2025-07-10 09:20:30+05:30,32.9,75
2025-07-10 09:20:30+05:30,32.6,225
2025-07-10 09:20:31+05:30,32.65,150
2025-07-10 09:20:31+05:30,32.75,150
2025-07-10 09:20:32+05:30,32.85,75
2025-07-10 09:20:33+05:30,33.05,75
2025-07-10 09:20:33+05:30,33.45,75
2025-07-10 09:20:34+05:30,33.8,300
2025-07-10 09:20:34+05:30,33.85,75
2025-07-10 09:20:35+05:30,34.05,75
2025-07-10 09:20:36+05:30,34.25,75
2025-07-10 09:20:36+05:30,34.4,225
2025-07-10 09:20:37+05:30,34.55,75
2025-07-10 09:20:38+05:30,33.95,75
2025-07-10 09:20:38+05:30,34.2,75
2025-07-10 09:20:39+05:30,34.0,75
2025-07-10 09:20:39+05:30,33.8,75
2025-07-10 09:20:40+05:30,33.45,75
2025-07-10 09:20:41+05:30,33.7,75
2025-07-10 09:20:41+05:30,33.7,150
2025-07-10 09:20:42+05:30,33.4,75
2025-07-10 09:20:43+05:30,33.2,300
2025-07-10 09:20:43+05:30,33.4,225
2025-07-10 09:20:44+05:30,33.2,75
2025-07-10 09:20:44+05:30,33.15,75
2025-07-10 09:20:45+05:30,32.6,75
2025-07-10 09:20:46+05:30,32.35,75
2025-07-10 09:20:46+05:30,32.5,75
2025-07-10 09:20:47+05:30,32.15,75
2025-07-10 09:20:48+05:30,32.85,75
2025-07-10 09:20:48+05:30,33.15,75
2025-07-10 09:20:49+05:30,33.6,75
