timestamp,open,high,low,close,volume
20250526 00:00,480.9,480.9,459.2,470.9,17
20250527 00:00,471.0,636.35,471.0,636.35,6
20250530 00:00,538.65,569.9,528.8,563.25,53
20250602 00:00,663.2,663.2,612.15,616.8,14
20250603 00:00,600.0,743.2,542.15,682.25,183
20250604 00:00,683.2,683.2,615.0,620.0,16
20250605 00:00,620.05,620.05,420.0,497.1,526
20250606 00:00,515.0,570.4,321.0,328.05,2649
20250609 00:00,267.85,295.0,249.0,258.85,10548
20250610 00:00,210.0,283.35,201.05,232.9,49266
20250611 00:00,232.85,244.35,156.9,190.35,131571
20250612 00:00,190.4,403.8,159.45,366.6,198834
20250613 00:00,652.7,693.3,485.2,537.65,26137
20250616 00:00,501.0,516.65,270.3,283.1,74817
20250617 00:00,283.1,410.0,271.05,376.1,61648
20250618 00:00,419.3,444.15,269.85,407.05,76969
20250619 00:00,419.45,474.95,335.0,399.7,29875
