timestamp,open,high,low,close,volume
20250519 10:10,1447.0,1447.0,1447.0,1447.0,0
20250519 10:11,1453.6,1460.5,1453.6,1460.5,17
20250519 10:12,1476.25,1476.65,1476.25,1476.65,13
20250519 10:20,1475.9,1475.9,1475.9,1475.9,10
20250519 10:33,1481.5,1481.5,1481.5,1481.5,20
20250519 10:34,1480.6,1488.8,1480.6,1488.8,30
20250519 12:59,1537.85,1537.85,1515.2,1515.2,9
20250519 13:05,1522.2,1522.2,1522.2,1522.2,1
20250520 09:52,1574.9,1574.9,1574.9,1574.9,0
20250520 09:54,1583.75,1583.75,1583.75,1583.75,6
20250520 09:56,1596.05,1596.05,1596.05,1596.05,1
20250520 09:57,1590.0,1592.15,1590.0,1592.15,20
20250520 09:58,1591.9,1591.9,1591.9,1591.9,60
20250520 09:59,1603.05,1604.05,1598.65,1604.05,35
20250520 10:00,1598.15,1598.15,1598.15,1598.15,30
20250520 10:01,1598.0,1604.05,1598.0,1604.05,46
20250520 10:02,1604.05,1604.05,1598.0,1600.3,50
20250520 10:03,1600.3,1600.3,1600.3,1600.3,11
20250520 10:04,1600.0,1600.0,1600.0,1600.0,26
20250520 10:07,1593.65,1593.65,1593.65,1593.65,1
20250520 10:09,1600.0,1600.3,1600.0,1600.3,115
20250520 10:10,1447.85,1447.85,1447.85,1447.85,3
20250520 10:11,1570.0,1570.0,1570.0,1570.0,1
20250520 10:12,1592.3,1592.3,1592.3,1592.3,1
20250520 10:13,1600.3,1600.3,1600.3,1600.3,20
20250520 10:45,1566.1,1566.1,1566.1,1566.1,3
20250520 12:51,1651.0,1651.0,1651.0,1651.0,1
20250520 15:27,1704.45,1704.45,1704.45,1704.45,1
20250520 15:28,1778.7,1778.7,1778.7,1778.7,1
20250521 14:55,1700.0,1700.0,1700.0,1700.0,0
20250521 15:24,1720.0,1720.0,1720.0,1720.0,1
20250522 11:07,1850.0,1850.0,1850.0,1850.0,0
20250522 15:20,1850.0,1850.0,1850.0,1850.0,1
20250522 15:23,1880.65,1880.65,1880.65,1880.65,1
20250523 12:48,1687.7,1687.7,1687.7,1687.7,0
20250527 15:23,1700.0,1700.0,1700.0,1700.0,0
20250527 15:25,1719.9,1719.9,1719.9,1719.9,1
20250604 10:12,1994.25,1994.25,1994.25,1994.25,0
20250605 09:36,1720.6,1720.6,1720.6,1720.6,0
20250605 12:10,1734.15,1734.15,1734.15,1734.15,1
20250605 12:12,1707.15,1707.15,1692.9,1692.9,11
20250605 12:23,1692.95,1692.95,1692.95,1692.95,1
20250605 12:38,1689.6,1689.6,1689.6,1689.6,10
20250605 12:39,1702.6,1704.45,1702.6,1702.6,28
20250605 12:41,1702.15,1702.15,1702.15,1702.15,1
