entry_time,exit_time,entry_price,exit_price,quantity,pnl,reason,trade_duration
2025-05-22 09:16:00,2025-05-22 09:18:00,290.95,318.0,171.85083347654236,4648.565045540468,TP1-Quick,0 days 00:02:00
2025-05-22 09:16:00,2025-05-22 09:23:00,290.95,336.0,103.11050008592541,4645.128028870942,TP2-Medium,0 days 00:07:00
2025-05-22 09:16:00,2025-05-22 14:55:00,290.95,318.3,68.74033339061695,1880.0481182333751,Time Exit - Session Ending,0 days 05:39:00
2025-06-03 12:48:00,2025-06-03 12:51:00,296.8,333.1,187.28729985283823,6798.528984658027,TP1-Quick,0 days 00:03:00
2025-06-03 12:48:00,2025-06-03 13:33:00,296.8,280.7,187.28729985283823,-3015.3255276307027,Stop Loss,0 days 00:45:00
