entry_time,exit_time,entry_price,exit_price,quantity,pnl,reason,trade_duration
2025-05-23 09:35:00,2025-05-23 09:53:00,500.0,525.8,100.0,2579.9999999999955,TP1-Quick,0 days 00:18:00
2025-05-23 09:35:00,2025-05-23 10:10:00,500.0,554.55,60.0,3272.9999999999973,TP2-Medium,0 days 00:35:00
2025-05-23 09:35:00,2025-05-23 10:22:00,500.0,528.0,40.0,1120.0,MANDATORY: Trail Stop Loss,0 days 00:47:00
2025-05-23 10:50:00,2025-05-23 11:49:00,600.0,547.7,178.28833333333333,-9324.479833333326,MANDATORY: Base Stop Loss,0 days 00:59:00
2025-05-23 12:54:00,2025-05-23 13:36:00,608.0,585.9,160.60611869517544,-3549.3952231633807,MANDATORY: Base Stop Loss,0 days 00:42:00
2025-05-26 09:19:00,2025-05-26 09:28:00,667.7,701.95,70.46512276733809,2413.4304547813294,TP1-Quick,0 days 00:09:00
2025-05-26 09:19:00,2025-05-26 11:21:00,667.7,676.15,70.46512276733809,595.430287384002,MANDATORY: Trail Stop Loss,0 days 02:02:00
