entry_time,exit_time,entry_price,exit_price,quantity,pnl,reason,trade_duration
2025-05-29 12:59:00,2025-05-29 13:13:00,460.0,448.9,217.3913043478261,-2413.0434782608645,Stop Loss,0 days 00:14:00
2025-06-06 13:47:00,2025-06-06 13:54:00,476.0,461.65,205.01461454146877,-2941.959718670085,Stop Loss,0 days 00:07:00
2025-06-09 09:41:00,2025-06-09 10:43:00,526.9,552.45,89.81305447245119,2294.7235417711345,TP1-Quick,0 days 01:02:00
2025-06-09 09:41:00,2025-06-09 11:55:00,526.9,519.6,89.81305447245119,-655.6352976488852,Stop Loss,0 days 02:14:00
2025-06-09 12:16:00,2025-06-09 12:49:00,532.0,524.2,180.9851222691566,-1411.6839536994084,Stop Loss,0 days 00:33:00
2025-06-10 09:51:00,2025-06-10 09:52:00,549.4,534.7,172.6836568865888,-2538.449756232847,Stop Loss,0 days 00:01:00
2025-06-11 12:51:00,2025-06-11 13:16:00,583.15,576.05,158.33653663252858,-1124.1894100909558,Stop Loss,0 days 00:25:00
