entry_time,exit_time,entry_price,exit_price,quantity,pnl,reason,trade_duration
2025-05-28 09:29:00,2025-05-28 09:44:00,367.4,340.0,272.18290691344583,-7457.811649428419,Stop Loss,0 days 00:15:00
2025-06-03 09:57:00,2025-06-03 09:58:00,380.0,369.75,243.5320746067673,-2496.2037647193647,Stop Loss,0 days 00:01:00
2025-06-03 12:51:00,2025-06-03 13:00:00,431.85,421.85,208.51217919613805,-2085.12179196137,Stop Loss,0 days 00:09:00
