entry_time,exit_time,entry_price,exit_price,quantity,pnl,reason,trade_duration
2025-05-28 09:18:00,2025-05-28 09:29:00,562.1,528.7,177.90428749332858,-5942.0032022771775,Stop Loss,0 days 00:11:00
2025-06-11 12:51:00,2025-06-11 13:16:00,583.15,576.05,161.2929723016768,-1145.1801033419033,Stop Loss,0 days 00:25:00
