entry_time,exit_time,entry_price,exit_price,quantity,pnl,reason,trade_duration
2025-05-29 09:16:00,2025-05-29 09:17:00,546.5,538.35,182.9826166514181,-1491.308325709062,Stop Loss,0 days 00:01:00
2025-06-11 12:51:00,2025-06-11 13:16:00,583.15,576.05,168.92513362649566,-1199.3684487481223,Stop Loss,0 days 00:25:00
