entry_time,exit_time,entry_price,exit_price,quantity,pnl,reason,trade_duration
2025-05-28 09:18:00,2025-05-28 09:29:00,562.1,528.7,177.90428749332858,-5942.0032022771775,Stop Loss,0 days 00:11:00
